Company,Question
Aditya Birla Sun Life Insurance,Q. Share details of the incentive design of the current role
24/7 Customer,Q. Speak about a random topic.
24/7 Customer,Q. How will you manage conflicts of interest?
24/7 Customer,Q. How will you leverage DHCP resiliency?
24/7 Customer,"Q. What is a PAC file, how does it work, and what is the difference between a PAC file and a proxy?"
24/7 Customer,Q. What do you know about customer service?
24/7 Customer,Q. Speak about a given topic for 40 seconds.
24/7 Customer,Q. Do you have knowledge of MS Excel?
24/7 Customer,Q. Which company has the best marketing field in the future?
24/7 Customer,Q. Do you know about BPO?
24/7 Customer,Q. What are your long-term and short-term goals?
24/7 Customer,Q. What is meant by tech support and troubleshooting?
24/7 Customer,Q. Describe how you would prepare for a basic self-introduction.
24/7 Customer,Q. Can you provide an example of a time when you went above and beyond for a customer?
24/7 Customer,Q. How do you make sales and promote a high-value average transaction?
24/7 Customer,Q. What does a customer service support executive do?
24/7 Customer,Q. Can you name any of our software products?
24/7 Customer,Q. What is software?
24/7 Customer,Q. Do you have hands-on experience with our software?
24/7 Customer,Q. Do you have any information about our software?
24/7 Customer,"Q. Given an input string, reverse the order of the words without using extra memory and modifying the original string."
24/7 Customer,"Q. Given a binary tree, invert (or mirror) it such that the left and right children of each node are swapped. Return the root of the mirrored tree."
24/7 Customer,Q. How can you reverse a stack in place?
24/7 Customer,"Q. Given arrival and departure times of all trains that reach a railway station, the task is to find the minimum number of platforms required for the railway station so that no train waits."
24/7 Customer,"Q. Given an input string s, reverse the order of the words."
24/7 Customer,Q. How AD replication works Site topology
24/7 Customer,Q. What is bpo? Tell me
24/7 Customer,Q. How you will sale and what all benifits you will tell about the product
24/7 Customer,Q. What his the bpo Mining
24/7 Customer,"Q. Reverse a linked list, number of character in string"
24/7 Customer,Q. What's MVC Life cycle . Explain how does AJAX call happen . How can you pass one data set or single data from one view to a partial view .
24/7 Customer,"Q. What's Abstract class , what's the use of it . What's interface , how it appears to a important part of Service layer."
24/7 Customer,Q. Do you know about our software? Have you ever used it?
24/7 Customer,Q. What is browser? Name any?
24/7 Customer,Q. Name any of our software? Tell me why is used?
24/7 Customer,Q. What is software? Why is it used?
24/7 Customer,Q. How Global Warming is affecting Earth’s Environment.
24/7 Customer,Q. What are different computer platform?
24/7 Customer,Q. What are different computer platforms available?
24/7 Customer,Q. Testing fluency of English
24/7 Customer,Q. Salep Enterdacoti and what is your goal
24/7 Customer,Q. LRU Cache Design Question Design a data structure for a Least Recently Used (LRU) cache that supports the following operations: 1. get(key) - Return the value of the key if it exists in the cache; otherwi... read more
24/7 Customer,Q. Minimum Number of Platforms Problem Your task is to determine the minimum number of platforms required at a railway station so that no train has to wait. Explanation: Given two arrays: AT - representi... read more
24/7 Customer,Q. Reverse a Linked List Problem Statement You are given a Singly Linked List of integers. Your task is to reverse the Linked List by changing the links between nodes. Input: The first line of input contain... read more
24/7 Customer,Q. Reverse a Stack Using Recursion You are given a stack of integers. Your task is to reverse the stack using recursion without using any extra space other than the internal stack space used due to recursion.... read more
24/7 Customer,"Q. Remove Nth Node from End of Linked List You are given a singly linked list with 'N' nodes, each containing integer data, and an integer 'K'. Your goal is to remove the 'K'th node counting from the end of t... read more"
24/7 Customer,Q. Reverse Words in a String: Problem Statement You are given a string of length N . Your task is to reverse the string word by word. The input may contain multiple spaces between words and may have leading or... read more
24/7 Customer,"Q. Convert a Binary Tree to its Mirror Tree Given a binary tree, convert this binary tree into its mirror tree. A binary tree is a tree in which each parent node has at most two children. The mirror of a bina... read more"
24/7 Customer,"Q. Maximum Subarray Problem Statement Ninja has been given an array, and he wants to find a subarray such that the sum of all elements in the subarray is maximum. A subarray 'A' is considered greater than a ... read more"
24/7 Customer,"Q. Intersection of Linked List Problem You are provided with two singly linked lists containing integers, where both lists converge at some node belonging to a third linked list. Your task is to determine th... read more"
24/7 Customer,"Q. Reverse Stack with Recursion Reverse a given stack of integers using recursion. You must accomplish this without utilizing extra space beyond the internal stack space used by recursion. Additionally, you m... read more"
Future Group,Q. What is the process of warehouse operation?
Future Group,Q. How do you control negative inventory?
Future Group,Q. Do you have any experience with tele calling?
Future Group,Q. What is your experience in sales?
Future Group,Q. What is your ambition?
Future Group,Q. What is working capital management?
Future Group,Q. What is your current CTC?
Future Group,Q. What is the difference between SQL and NoSQL databases?
Future Group,Q. How do you verify documents?
Future Group,Q. How would you increase store sales?
Future Group,Q. What are the saleable items in this cabin?
Future Group,Q. How will you manage inventory?
Future Group,Q. How can advertising be done with minimal expenses?
Future Group,Q. How can sales be increased with minimal foot traffic?
Future Group,Q. I am interested in this job.
Future Group,Q. Are you willing to relocate for this job?
Future Group,Q. What does POS mean?
Future Group,Q. Explain the difference between inward and outward processes.
Future Group,Q. What would you do if a customer wanted to exchange our products?
Future Group,Q. How do you handle a busy store?
Future Group,Q. Are you willing to relocate anywhere in India?
Future Group,Q. What do FIFO and LIFO processes mean?
Future Group,Q. How would you stack inventory?
Future Group,Q. Which product do customers prefer?
Future Group,"Q. How do you handle team shrinkage reports, and what actions do you take regarding short or excess stock?"
Future Group,Q. What are the company's future plans?
Future Group,Q. What are the company's views on its customers?
Future Group,Q. What are the company's assets?
Future Group,Q. What are your thoughts about the company?
Future Group,Q. Tell me about your qualifications.
Future Group,Q. What is interrupt latency..? what is a function pointer....?
Future Group,Q. MCB full form elcb full form rccb full form and mccb full form ACB full form
Future Group,"Q. How to keep material, compress the space, inventory accuracy, inward, outward, packing standardisation, man power, work ethics, staff welfare, security & vigilance, friendly atmosphere, helping each oth... read more"
Future Group,Q. Line voltage phase voltage difference
Future Group,Q. Sales in Number and top line and bottom line
Future Group,Q. What is the retail
Future Group,Q. Deep explanation about ethic wear
Grasim Industries,Q. What methods are used to assess candidate experience levels?
Grasim Industries,Q. What are the best practices for handling chlorine safely?
Grasim Industries,Q. What is the process engineering involved in chlor-alkali manufacturing?
Grasim Industries,Q. Can you describe the processes involved in your plant?
Grasim Industries,Q. What are personal protective equipment (PPE) and their various types?
Grasim Industries,"Q. What are the different types of heat exchangers, and can you explain them?"
Grasim Industries,Q. What do you know about the paint industry?
Grasim Industries,Q. Tell us about your journey.
Grasim Industries,Q. What is scaffolding erection work?
Grasim Industries,Q. How do you operate a pump?
Grasim Industries,Q. What does vendor management involve?
Grasim Industries,Q. How many counters are you handling in total?
Grasim Industries,Q. What do you know about the company?
Grasim Industries,Q. What is the pH value of water?
Grasim Industries,Q. What is 40% of 800?
Grasim Industries,Q. How many tons are in 1 kilogram?
Grasim Industries,Q. How do you handle shifts?
Grasim Industries,Q. How does an HVAC system function?
Grasim Industries,Q. What is the dispersion process?
Grasim Industries,"Q. What is MCT, and why is it important to check?"
Grasim Industries,Q. What is the mechanism of paints?
Grasim Industries,Q. What is lean manufacturing?
Grasim Industries,Q. What is a Kaizen activity?
Grasim Industries,Q. Explain lead time.
Grasim Industries,Q. Why did you leave your previous job?
Grasim Industries,Q. Are you able to do the work?
Grasim Industries,Q. What is your work experience?
Grasim Industries,Q. What instrument is used to measure humidity?
Grasim Industries,Q. Why is mercury used to measure temperature?
Grasim Industries,Q. Is it beneficial to use two gears of the same size to transmit power?
Grasim Industries,Q. What is a pump? Describe its parts.
Grasim Industries,Q. Which safety precautions do you follow? Explain them.
Grasim Industries,Q. What is the profile of a vane in a churn/mixer?
Grasim Industries,Q. What is your latest achievement in maintenance?
Grasim Industries,Q. What is the corona effect?
Grasim Industries,Q. Describe the painting process from scraping to the final coating.
Grasim Industries,Q. What is the painting process?
Grasim Industries,Q. What is power factor?
Grasim Industries,Q. What kind of products are mostly sold in the market?
Grasim Industries,Q. How can we increase efficiency?
Grasim Industries,Q. How can we increase the deaerator temperature?
Grasim Industries,Q. Tell me about your experience with complaint websites and how you handled them.
Grasim Industries,Q. Describe your engineering stream.
Grasim Industries,Q. What are the different types of fire and how can they be prevented?
Grasim Industries,Q. What is the difference between unit operation and unit process?
Grasim Industries,Q. Explain the process of generator synchronization.
Grasim Industries,Q. Explain a troubleshooting activity you performed.
Grasim Industries,Q. Do you have any project experience?
Grasim Industries,Q. What is unit operation?
Grasim Industries,Q. How will you ensure that the product is fit for use?
Grasim Industries,Q. How many types of pumps are there?
Grasim Industries,Q. What are the functions of a pump?
Grasim Industries,Q. How many types of valves are there?
Grasim Industries,Q. What is the function of a pump?
Grasim Industries,Q. What is the yearly leave allowance?
Grasim Industries,Q. How does a refrigerator work?
Grasim Industries,"Q. How do you handle coordination, and how do you determine parameter values?"
Grasim Industries,"Q. If reactor pressure or synthesis pressure increases, how can it be controlled?"
Grasim Industries,Q. What is process safety in your organization?
Grasim Industries,Q. What products does Birla produce here?
Grasim Industries,Q. What types of steam do you use in your organization?
Grasim Industries,Q. Describe the design process for a 2-4 pass heat exchanger.
Grasim Industries,"Q. In the manufacturing process of aluminum chloride, where is hydrogen consumed during its removal?"
